"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.document_url","Answer.category.label","Approve","Reject"
"3X2LT8FDHXIOLYRG4X9Y15LEG6FW8N","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3WOKGM4L72G0LKB589ABFGXYPRAO02","A3BISMR4GI02ZG","Submitted","Sun Mar 13 13:18:36 PDT 2022","Sun Mar 13 13:18:43 PDT 2022","Wed Mar 16 13:18:43 PDT 2022","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Katie_Holmes","Person has been married, got divorced"
"3X2LT8FDHXIOLYRG4X9Y15LEG6FW8N","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","384PI804XT1FJC3YFQRKZL7ZMGCS02","A3RR91G2KJO9NI","Submitted","Sun Mar 13 13:13:41 PDT 2022","Sun Mar 13 13:13:48 PDT 2022","Wed Mar 16 13:13:48 PDT 2022","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Katie_Holmes","Person has been married, got divorced"
"3XAOZ9UYR0R1Q1B9T31DU6GKEZT1Q5","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:20 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:20 PDT 2022","","","31N2WW6R9SQ2WZX9ST94UKMR0243FR","A1366LR1S7TYG","Submitted","Sun Mar 13 13:21:43 PDT 2022","Sun Mar 13 13:22:06 PDT 2022","Wed Mar 16 13:22:06 PDT 2022","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Isabelle_Huppert","Person is married, never divorced"
"3XAOZ9UYR0R1Q1B9T31DU6GKEZT1Q5","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:20 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:20 PDT 2022","","","3KRVW3HTZOLCMQA54VEIXIECPJDMS7","A226L9F2AZ38CL","Submitted","Sun Mar 13 13:13:37 PDT 2022","Sun Mar 13 13:14:05 PDT 2022","Wed Mar 16 13:14:05 PDT 2022","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Isabelle_Huppert","Person is married, never divorced"
"3XAOZ9UYR0R1Q1B9T31DU6GKEZT1Q5","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:20 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:20 PDT 2022","","","3570Y55XZQJ9Q2QSSY8C2ZIGAIYGY8","A2572CYRIYT5JQ","Submitted","Sun Mar 13 13:18:48 PDT 2022","Sun Mar 13 13:19:10 PDT 2022","Wed Mar 16 13:19:10 PDT 2022","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Isabelle_Huppert","Person is married, never divorced"
"3Q7TKIAPOUAKRZB8HRDCEMIZTQ9DLI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:46 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:46 PDT 2022","","","3ZSY5X72NYBOLEV42MTQZCYLYHERO8","A2P3OVSEX9AY3H","Submitted","Sun Mar 13 13:41:10 PDT 2022","Sun Mar 13 13:41:28 PDT 2022","Wed Mar 16 13:41:28 PDT 2022","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Debbie_Reynolds","Person has been married, got divorced"
"3Q7TKIAPOUAKRZB8HRDCEMIZTQ9DLI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:46 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:46 PDT 2022","","","33L7PJKHCHYYG1LGZU9P25937X6T8J","A2PFKEFE3X1LWK","Submitted","Sun Mar 13 13:33:54 PDT 2022","Sun Mar 13 13:34:14 PDT 2022","Wed Mar 16 13:34:14 PDT 2022","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Debbie_Reynolds","Person has been married, got divorced"
"3Q7TKIAPOUAKRZB8HRDCEMIZTQ9DLI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:46 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:46 PDT 2022","","","39N5ACM9HFN02EBJN56JXR3H204P90","A2XGBFVDT0WQBY","Submitted","Sun Mar 13 13:40:42 PDT 2022","Sun Mar 13 13:40:46 PDT 2022","Wed Mar 16 13:40:46 PDT 2022","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Debbie_Reynolds","Person has been married, got divorced"
"3NKW03WTLN7UR2RCQRQYNW6EAC1QWS","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3HFNH7HEMIE0H0Z61ORIPDFEB9HGQ5","A2D5Q50K4A7ZQ5","Submitted","Sun Mar 13 13:18:08 PDT 2022","Sun Mar 13 13:18:41 PDT 2022","Wed Mar 16 13:18:41 PDT 2022","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Miranda_Richardson","Person has never been married"
"3NKW03WTLN7UR2RCQRQYNW6EAC1QWS","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","39ASUFLU6Y7M6J4RH7WMJIQVVWQEXK","A3FAQHVPI8OUP0","Submitted","Sun Mar 13 13:25:31 PDT 2022","Sun Mar 13 13:26:58 PDT 2022","Wed Mar 16 13:26:58 PDT 2022","","","","87","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Miranda_Richardson","Person has never been married"
"3NKW03WTLN7UR2RCQRQYNW6EAC1QWS","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3ITXP059PXJMLI4K1Y1QHQMVLPISJ9","AMI6Y8SRTN4VG","Submitted","Sun Mar 13 13:14:26 PDT 2022","Sun Mar 13 13:14:48 PDT 2022","Wed Mar 16 13:14:48 PDT 2022","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Miranda_Richardson","Person has been married, got divorced"
"3DTJ4WT8BEF9OU6CSNF5SJBI8BHZEF","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3DPNQGW4LMFRV2N2REBJAJ1KL3X64C","A1YYN0TPI4C3F5","Submitted","Sun Mar 13 13:23:45 PDT 2022","Sun Mar 13 13:24:01 PDT 2022","Wed Mar 16 13:24:01 PDT 2022","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Patty_Duke","Person has been married, got divorced"
"3DTJ4WT8BEF9OU6CSNF5SJBI8BHZEF","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3XIQGXAUMD81X4PHUZIGD8YE99LX7G","A30BPQ2QGZOXN8","Submitted","Sun Mar 13 13:21:52 PDT 2022","Sun Mar 13 13:22:03 PDT 2022","Wed Mar 16 13:22:03 PDT 2022","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Patty_Duke","Person has been married, got divorced"
"3DTJ4WT8BEF9OU6CSNF5SJBI8BHZEF","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3I2PTA7R3UU5JMVPRFCXN577IQZQKJ","A3GU6GWYREJS0S","Submitted","Sun Mar 13 13:23:59 PDT 2022","Sun Mar 13 13:39:13 PDT 2022","Wed Mar 16 13:39:13 PDT 2022","","","","914","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Patty_Duke","Person has been married, got divorced"
"3ZUE82NE0B1MAC5LE8ZYXHZEL3QF89","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:46 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:46 PDT 2022","","","3Z7VU45IPZHCRDAU61PS9JNCENO1ZP","A2D5Q50K4A7ZQ5","Submitted","Sun Mar 13 13:41:07 PDT 2022","Sun Mar 13 13:41:31 PDT 2022","Wed Mar 16 13:41:31 PDT 2022","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Ellen_Burstyn","Person has been married, got divorced"
"3ZUE82NE0B1MAC5LE8ZYXHZEL3QF89","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:46 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:46 PDT 2022","","","351SEKWQS1H6K1RN75JT2JSCOG7MDH","A3FAQHVPI8OUP0","Submitted","Sun Mar 13 13:36:09 PDT 2022","Sun Mar 13 13:36:28 PDT 2022","Wed Mar 16 13:36:28 PDT 2022","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Ellen_Burstyn","Person has been married, got divorced"
"3ZUE82NE0B1MAC5LE8ZYXHZEL3QF89","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:46 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:46 PDT 2022","","","3I2PTA7R3UU5JMVPRFCXN577IQ2QKM","AZPZDX26SYMFY","Submitted","Sun Mar 13 13:39:30 PDT 2022","Sun Mar 13 13:44:32 PDT 2022","Wed Mar 16 13:44:32 PDT 2022","","","","302","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Ellen_Burstyn","Person has been married, got divorced"
"3EQPA8A375WHZAS46OQWPZOADJDZJ0","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:20 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:20 PDT 2022","","","3TAYZSBPLM8MFM6CUDVYI90EJEX2SX","A34DYM8J0X5VK","Submitted","Sun Mar 13 13:15:36 PDT 2022","Sun Mar 13 13:16:01 PDT 2022","Wed Mar 16 13:16:01 PDT 2022","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Al_Pacino","Person has never been married"
"3EQPA8A375WHZAS46OQWPZOADJDZJ0","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:20 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:20 PDT 2022","","","3R2UR8A0IBG8IAHGBLZIOUK9ZYUXO5","A3RR91G2KJO9NI","Submitted","Sun Mar 13 13:14:45 PDT 2022","Sun Mar 13 13:14:53 PDT 2022","Wed Mar 16 13:14:53 PDT 2022","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Al_Pacino","Person has never been married"
"3EQPA8A375WHZAS46OQWPZOADJDZJ0","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:20 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:20 PDT 2022","","","3MX2NQ3YCAUMA0BY663JFOKII3Q5X9","A3RRARK6B8S0R3","Submitted","Sun Mar 13 13:16:03 PDT 2022","Sun Mar 13 13:17:27 PDT 2022","Wed Mar 16 13:17:27 PDT 2022","","","","84","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Al_Pacino","Person has never been married"
"3S37Y8CWI90N2X4ESUJLKT59EKJW4G","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","36H9ULYP63UDHDZYVE1RAR3GWZRJFK","A13PVNQT2WWWVL","Submitted","Sun Mar 13 13:29:02 PDT 2022","Sun Mar 13 13:29:10 PDT 2022","Wed Mar 16 13:29:10 PDT 2022","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Courteney_Cox","Person has been married, got divorced"
"3S37Y8CWI90N2X4ESUJLKT59EKJW4G","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3TPZPLC3M1CENCM36W596E0V28RP3G","A2JOJSJ6F987C","Submitted","Sun Mar 13 13:25:25 PDT 2022","Sun Mar 13 13:25:33 PDT 2022","Wed Mar 16 13:25:33 PDT 2022","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Courteney_Cox","Person has been married, got divorced"
"3S37Y8CWI90N2X4ESUJLKT59EKJW4G","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","39ZSFO5CA9W20VWOQ3WQWR4J6M3UJR","A3RR91G2KJO9NI","Submitted","Sun Mar 13 13:14:07 PDT 2022","Sun Mar 13 13:14:15 PDT 2022","Wed Mar 16 13:14:15 PDT 2022","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Courteney_Cox","Person has been married, got divorced"
"3WUVMVA7OC36YHP0CIDJW0LRNWJZAK","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3WJEQKOXA92BQ52MU99TSQW352E1AL","A3050ET2J22FJR","Submitted","Sun Mar 13 13:25:26 PDT 2022","Sun Mar 13 13:25:40 PDT 2022","Wed Mar 16 13:25:40 PDT 2022","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Stockard_Channing","Person has been married, got divorced"
"3WUVMVA7OC36YHP0CIDJW0LRNWJZAK","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3S96KQ6I9N4AXWH7G2K5OXN4IO0TDM","A34DYM8J0X5VK","Submitted","Sun Mar 13 13:18:56 PDT 2022","Sun Mar 13 13:19:11 PDT 2022","Wed Mar 16 13:19:11 PDT 2022","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Stockard_Channing","Person has been married, got divorced"
"3WUVMVA7OC36YHP0CIDJW0LRNWJZAK","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3FTOP5WARGOMK9K8SWI67KGCQX10JW","A3DHMEKJJAU825","Submitted","Sun Mar 13 13:22:15 PDT 2022","Sun Mar 13 13:54:43 PDT 2022","Wed Mar 16 13:54:43 PDT 2022","","","","1948","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Stockard_Channing","Person has been married, got divorced"
"3J9L0X0VDGMOZ3AQ9PFC11GP0CXW9C","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:18 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:18 PDT 2022","","","3H7Z272LX87V3GCSC29920UC2UILPQ","A27QE21NJHQMJY","Submitted","Sun Mar 13 13:23:47 PDT 2022","Sun Mar 13 13:36:05 PDT 2022","Wed Mar 16 13:36:05 PDT 2022","","","","738","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Rita_Moreno","Person is married, never divorced"
"3J9L0X0VDGMOZ3AQ9PFC11GP0CXW9C","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:18 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:18 PDT 2022","","","3PS7W85Z802YU64Q4MF3214ER3LT95","A3TL240WVV5X2X","Submitted","Sun Mar 13 13:18:46 PDT 2022","Sun Mar 13 13:18:59 PDT 2022","Wed Mar 16 13:18:59 PDT 2022","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Rita_Moreno","Person has never been married"
"3J9L0X0VDGMOZ3AQ9PFC11GP0CXW9C","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:18 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:18 PDT 2022","","","3TXWC2NHN0QXF6RBFMADSW8SPK89SX","A95NWFXPY174B","Submitted","Sun Mar 13 13:21:34 PDT 2022","Sun Mar 13 13:21:45 PDT 2022","Wed Mar 16 13:21:45 PDT 2022","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Rita_Moreno","Person is married, never divorced"
"3KI0JD2ZU2IMR57R3A4OPBQ6HKH67A","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:20 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:20 PDT 2022","","","3NXNZ5RS1BXBW87JRJC2X5CW26U979","A1TPFYIAYP3HWL","Submitted","Sun Mar 13 13:18:04 PDT 2022","Sun Mar 13 13:18:16 PDT 2022","Wed Mar 16 13:18:16 PDT 2022","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Rita_Hayworth","Person has been married, got divorced"
"3KI0JD2ZU2IMR57R3A4OPBQ6HKH67A","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:20 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:20 PDT 2022","","","3DUZQ9U6SNOVCD4EINF9KEXPGCPVSX","A2ZE2IPHK152KA","Submitted","Sun Mar 13 13:11:43 PDT 2022","Sun Mar 13 13:12:09 PDT 2022","Wed Mar 16 13:12:09 PDT 2022","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Rita_Hayworth","Person has been married, got divorced"
"3KI0JD2ZU2IMR57R3A4OPBQ6HKH67A","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:20 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:20 PDT 2022","","","34FNN24DCN9BA518B2PLY2RRK9K5YF","A3KX59MS32B5L1","Submitted","Sun Mar 13 13:16:03 PDT 2022","Sun Mar 13 13:17:05 PDT 2022","Wed Mar 16 13:17:05 PDT 2022","","","","62","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Rita_Hayworth","Person has been married, got divorced"
"307FVKVSYSF8CI3DKMB9SD6SLTB47N","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3IHR8NYAM81Z58576AASGJS1G8Q4PJ","A1366LR1S7TYG","Submitted","Sun Mar 13 13:37:09 PDT 2022","Sun Mar 13 13:46:30 PDT 2022","Wed Mar 16 13:46:30 PDT 2022","","","","561","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Parker_Posey","Person has never been married"
"307FVKVSYSF8CI3DKMB9SD6SLTB47N","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","36W0OB37HXENVOV88QSD163JVCGHZ0","A2G9X9TG2XIUDO","Submitted","Sun Mar 13 13:22:26 PDT 2022","Sun Mar 13 13:22:32 PDT 2022","Wed Mar 16 13:22:32 PDT 2022","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Parker_Posey","Person has been married, got divorced"
"307FVKVSYSF8CI3DKMB9SD6SLTB47N","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:17 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:17 PDT 2022","","","3F1567XTNX5L2QCYNIL8XWTR7WM9Q7","A2IIR8HTRXPBOK","Submitted","Sun Mar 13 13:14:31 PDT 2022","Sun Mar 13 13:15:08 PDT 2022","Wed Mar 16 13:15:08 PDT 2022","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Parker_Posey","Person has never been married"
"307L9TDWJZSCX7CW0FNFE50C78KN3W","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:46 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:46 PDT 2022","","","3QILPRALQ6V0LOGW2YNDT63BIFKN8C","A2572CYRIYT5JQ","Submitted","Sun Mar 13 13:37:26 PDT 2022","Sun Mar 13 13:37:39 PDT 2022","Wed Mar 16 13:37:39 PDT 2022","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Maureen_O'Hara","Person has been married, got divorced"
"307L9TDWJZSCX7CW0FNFE50C78KN3W","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:46 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:46 PDT 2022","","","3QXNC7EIPJVXEX7Z6KRTIQ29USS90D","A2ZE2IPHK152KA","Submitted","Sun Mar 13 13:39:09 PDT 2022","Sun Mar 13 13:39:21 PDT 2022","Wed Mar 16 13:39:21 PDT 2022","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Maureen_O'Hara","Person has been married, got divorced"
"307L9TDWJZSCX7CW0FNFE50C78KN3W","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:46 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:46 PDT 2022","","","3AMYWKA6YCMVZVXKAYQSOH7P2U16OQ","A349UC2845LN3X","Submitted","Sun Mar 13 13:43:53 PDT 2022","Sun Mar 13 13:44:03 PDT 2022","Wed Mar 16 13:44:03 PDT 2022","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Maureen_O'Hara","Person has been married, got divorced"
